,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment
21708,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",135.0,100m² - 150m²,100000000.0,4.0,3.0,13500000000.0,10 tỷ - 20 tỷ
21709,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",195.8,150m² - 250m²,23940000.0,1.0,1.0,4690000000.0,1 tỷ - 5 tỷ
21710,Hà Nội,"Ba Đình, Hà Nội",37.0,30m² - 50m²,239460000.0,3.0,4.0,8860000000.0,5 tỷ - 10 tỷ
21711,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",58.6,50m² - 100m²,78330000.0,3.0,4.0,4590000000.0,1 tỷ - 5 tỷ
21712,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",51.6,50m² - 100m²,170540000.0,4.0,5.0,8800000000.0,5 tỷ - 10 tỷ
21713,Hà Nội,"Tây Hồ, Hà Nội",35.0,30m² - 50m²,145710000.0,3.0,4.0,5100000000.0,5 tỷ - 10 tỷ
21714,Hà Nội,"Tây Hồ, Hà Nội",50.0,30m² - 50m²,31000000.0,2.0,2.0,1550000000.0,1 tỷ - 5 tỷ
21715,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",173.0,150m² - 250m²,101160000.0,31.0,32.0,17500000000.0,10 tỷ - 20 tỷ
21716,Hà Nội,"Hoàng Mai, Hà Nội",45.0,30m² - 50m²,152440000.0,4.0,3.0,6860000000.0,5 tỷ - 10 tỷ
21717,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",80.0,50m² - 100m²,181250000.0,12.0,12.0,14500000000.0,10 tỷ - 20 tỷ
21718,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",241.0,150m² - 250m²,82990000.0,23.0,9.0,20000000000.0,10 tỷ - 20 tỷ
21719,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",46.0,30m² - 50m²,86960000.0,2.0,2.0,4000000000.0,1 tỷ - 5 tỷ
21720,Hà Nội,"Tây Hồ, Hà Nội",85.0,50m² - 100m²,203530000.0,5.0,3.0,17300000000.0,10 tỷ - 20 tỷ
21721,Hà Nội,"Hoàn Kiếm, Hà Nội",27.0,Dưới 30m²,77780000.0,2.0,2.0,2100000000.0,1 tỷ - 5 tỷ
21722,Hà Nội,"Long Biên, Hà Nội",48.0,30m² - 50m²,247920000.0,4.0,5.0,11900000000.0,10 tỷ - 20 tỷ
21723,Hà Nội,"Đống Đa, Hà Nội",45.0,30m² - 50m²,122220000.0,3.0,3.0,5500000000.0,5 tỷ - 10 tỷ
21724,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",62.4,50m² - 100m²,83170000.0,3.0,4.0,5190000000.0,5 tỷ - 10 tỷ
21725,Hà Nội,"Thanh Xuân, Hà Nội",40.0,30m² - 50m²,272500000.0,4.0,4.0,10900000000.0,10 tỷ - 20 tỷ
21726,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",172.0,150m² - 250m²,35990000.0,6.0,5.0,6190000000.0,5 tỷ - 10 tỷ
21727,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",263.0,250m² - 350m²,98860000.0,6.0,7.0,26000000000.0,20 tỷ - 40 tỷ
21728,Hà Nội,"Thanh Xuân, Hà Nội",40.0,30m² - 50m²,312500000.0,4.0,5.0,12500000000.0,10 tỷ - 20 tỷ
21729,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",104.0,100m² - 150m²,134620000.0,4.0,5.0,14000000000.0,10 tỷ - 20 tỷ
21730,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",60.0,50m² - 100m²,60000000.0,4.0,5.0,3600000000.0,1 tỷ - 5 tỷ
21731,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",55.0,50m² - 100m²,69090000.0,4.0,5.0,3800000000.0,1 tỷ - 5 tỷ
21732,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",40.0,30m² - 50m²,63750000.0,3.0,4.0,2550000000.0,1 tỷ - 5 tỷ
21733,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",68.0,50m² - 100m²,116180000.0,4.0,5.0,7900000000.0,5 tỷ - 10 tỷ
21734,Hà Nội,"Thanh Xuân, Hà Nội",32.0,30m² - 50m²,237500000.0,4.0,4.0,7600000000.0,5 tỷ - 10 tỷ
21735,Hà Nội,"Thanh Xuân, Hà Nội",80.0,50m² - 100m²,225000000.0,12.0,12.0,18000000000.0,10 tỷ - 20 tỷ
21736,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",25.0,Dưới 30m²,40000000.0,2.0,2.0,1000000000.0,500 triệu - 1 tỷ
21737,Hà Nội,"Hoài Đức, Hà Nội",30.0,Dưới 30m²,108330000.0,3.0,4.0,3250000000.0,1 tỷ - 5 tỷ
21738,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",250.0,150m² - 250m²,100000000.0,4.0,4.0,25000000000.0,20 tỷ - 40 tỷ
21739,Hà Nội,"Nam Từ Liêm, Hà Nội",34.0,30m² - 50m²,147060000.0,3.0,4.0,5000000000.0,1 tỷ - 5 tỷ
21740,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",202.0,150m² - 250m²,188120000.0,21.0,22.0,38000000000.0,20 tỷ - 40 tỷ
21741,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",50.0,30m² - 50m²,239980000.0,4.0,3.0,12000000000.0,10 tỷ - 20 tỷ
21742,Hà Nội,"Long Biên, Hà Nội",50.0,30m² - 50m²,240000000.0,4.0,5.0,12000000000.0,10 tỷ - 20 tỷ
21743,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",234.0,150m² - 250m²,512820000.00000006,6.0,7.0,120000000000.0,100 tỷ - 1000 tỷ
21744,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",450.0,350m² - 500m²,66670000.0,9.0,10.0,30000000000.0,20 tỷ - 40 tỷ
21745,Hà Nội,"Cầu Giấy, Hà Nội",400.0,350m² - 500m²,800000000.0,8.0,9.0,320000000000.0,100 tỷ - 1000 tỷ
21746,Hà Nội,"Đống Đa, Hà Nội",56.0,50m² - 100m²,446430000.0,3.0,5.0,25000000000.0,20 tỷ - 40 tỷ
21747,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",50.2,50m² - 100m²,46810000.0,2.0,2.0,2350000000.0,1 tỷ - 5 tỷ
21748,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",100.0,50m² - 100m²,67000000.0,3.0,3.0,6700000000.0,5 tỷ - 10 tỷ
21749,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",160.0,150m² - 250m²,168120000.0,2.0,2.0,26900000000.0,20 tỷ - 40 tỷ
21750,Hồ Chí Minh,"Hóc Môn, Hồ Chí Minh",258.0,250m² - 350m²,14730000.0,3.0,1.0,3800000000.0,1 tỷ - 5 tỷ
21751,Hà Nội,"Hoàng Mai, Hà Nội",35.0,30m² - 50m²,128570000.0,3.0,4.0,4500000000.0,1 tỷ - 5 tỷ
21752,Hà Nội,"Long Biên, Hà Nội",256.0,250m² - 350m²,150000000.0,5.0,5.0,38400000000.0,20 tỷ - 40 tỷ
21753,Hà Nội,"Cầu Giấy, Hà Nội",63.0,50m² - 100m²,156820000.0,5.0,4.0,9880000000.0,5 tỷ - 10 tỷ
21754,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",175.0,150m² - 250m²,102860000.0,3.0,3.0,18000000000.0,10 tỷ - 20 tỷ
21755,Hà Nội,"Cầu Giấy, Hà Nội",65.0,50m² - 100m²,300000000.0,14.0,14.0,19500000000.0,10 tỷ - 20 tỷ
21756,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",51.0,50m² - 100m²,105490000.0,4.0,3.0,5380000000.0,5 tỷ - 10 tỷ
21757,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",72.0,50m² - 100m²,138890000.0,2.0,2.0,10000000000.0,5 tỷ - 10 tỷ
21758,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",33.0,30m² - 50m²,57580000.0,2.0,1.0,1900000000.0,1 tỷ - 5 tỷ
21759,Hà Nội,"Cầu Giấy, Hà Nội",40.0,30m² - 50m²,165000000.0,6.0,4.0,6600000000.0,5 tỷ - 10 tỷ
21760,Hà Nội,"Long Biên, Hà Nội",80.0,50m² - 100m²,275000000.0,4.0,5.0,22000000000.0,20 tỷ - 40 tỷ
21761,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",60.0,50m² - 100m²,66670000.0,3.0,3.0,4000000000.0,1 tỷ - 5 tỷ
21762,Hà Nội,"Bắc Từ Liêm, Hà Nội",46.0,30m² - 50m²,180000000.0,12.0,10.0,8279999999.999999,5 tỷ - 10 tỷ
21763,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",45.0,30m² - 50m²,146670000.0,3.0,2.0,6600000000.0,5 tỷ - 10 tỷ
21764,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",50.0,30m² - 50m²,43800000.0,3.0,3.0,2190000000.0,1 tỷ - 5 tỷ
21765,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",100.0,50m² - 100m²,290000000.0,5.0,5.0,29000000000.0,20 tỷ - 40 tỷ
21766,Hà Nội,"Ba Đình, Hà Nội",49.0,30m² - 50m²,204080000.0,3.0,5.0,10000000000.0,5 tỷ - 10 tỷ
21767,Hồ Chí Minh,"Hóc Môn, Hồ Chí Minh",300.0,250m² - 350m²,33330000.0,4.0,3.0,10000000000.0,5 tỷ - 10 tỷ
21768,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",47.0,30m² - 50m²,41490000.0,2.0,2.0,1950000000.0,1 tỷ - 5 tỷ
21769,Hà Nội,"Cầu Giấy, Hà Nội",98.0,50m² - 100m²,612240000.0,4.0,12.0,60000000000.0,40 tỷ - 60 tỷ
21770,Hà Nội,"Cầu Giấy, Hà Nội",276.0,250m² - 350m²,471010000.0,5.0,12.0,130000000000.0,100 tỷ - 1000 tỷ
21771,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",55.0,50m² - 100m²,76180000.0,2.0,2.0,4190000000.0000005,1 tỷ - 5 tỷ
21772,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",50.4,50m² - 100m²,114090000.0,2.0,2.0,5750000000.0,5 tỷ - 10 tỷ
21773,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",180.0,150m² - 250m²,138890000.0,3.0,3.0,25000000000.0,20 tỷ - 40 tỷ
21774,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",45.0,30m² - 50m²,92670000.0,3.0,3.0,4170000000.0,1 tỷ - 5 tỷ
21775,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",60.0,50m² - 100m²,88330000.0,4.0,5.0,5300000000.0,5 tỷ - 10 tỷ
21776,Hà Nội,"Thanh Trì, Hà Nội",35.0,30m² - 50m²,124290000.0,4.0,4.0,4350000000.0,1 tỷ - 5 tỷ
21777,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",168.0,150m² - 250m²,86310000.0,4.0,4.0,14500000000.0,10 tỷ - 20 tỷ
21778,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",28.0,Dưới 30m²,132139999.99999999,3.0,2.0,3700000000.0,1 tỷ - 5 tỷ
21779,Hà Nội,"Long Biên, Hà Nội",76.0,50m² - 100m²,276320000.0,6.0,6.0,21000000000.0,20 tỷ - 40 tỷ
21780,Hà Nội,"Tây Hồ, Hà Nội",46.0,30m² - 50m²,213040000.0,4.0,3.0,9800000000.0,5 tỷ - 10 tỷ
21781,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",76.0,50m² - 100m²,137500000.0,3.0,3.0,10450000000.0,10 tỷ - 20 tỷ
21782,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",65.0,50m² - 100m²,53850000.0,7.0,7.0,3500000000.0,1 tỷ - 5 tỷ
21783,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",300.0,250m² - 350m²,263329999.99999997,9.0,9.0,79000000000.0,60 tỷ - 100 tỷ
21784,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",150.0,100m² - 150m²,136670000.0,6.0,5.0,20500000000.0,20 tỷ - 40 tỷ
21785,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",71.5,50m² - 100m²,48530000.0,2.0,3.0,3470000000.0,1 tỷ - 5 tỷ
21786,Hà Nội,"Long Biên, Hà Nội",34.0,30m² - 50m²,152940000.0,3.0,4.0,5200000000.0,5 tỷ - 10 tỷ
21787,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",51.0,50m² - 100m²,91180000.0,4.0,4.0,4650000000.0,1 tỷ - 5 tỷ
21788,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",221.0,150m² - 250m²,178730000.0,4.0,4.0,39500000000.0,20 tỷ - 40 tỷ
21789,Hà Nội,"Tây Hồ, Hà Nội",110.0,100m² - 150m²,208180000.0,22.0,22.0,22900000000.0,20 tỷ - 40 tỷ
21790,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",75.0,50m² - 100m²,105330000.0,5.0,6.0,7900000000.0,5 tỷ - 10 tỷ
21791,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",50.0,30m² - 50m²,136000000.0,3.0,3.0,6800000000.0,5 tỷ - 10 tỷ
21792,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",93.7,50m² - 100m²,82180000.0,3.0,3.0,7700000000.0,5 tỷ - 10 tỷ
21793,Hà Nội,"Hoàn Kiếm, Hà Nội",35.0,30m² - 50m²,194290000.0,6.0,5.0,6800000000.0,5 tỷ - 10 tỷ
21794,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",137.5,100m² - 150m²,134540000.0,3.0,3.0,18500000000.0,10 tỷ - 20 tỷ
21795,Hà Nội,"Ba Đình, Hà Nội",72.0,50m² - 100m²,340280000.0,4.0,4.0,24500000000.0,20 tỷ - 40 tỷ
21796,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",33.0,30m² - 50m²,136360000.0,2.0,2.0,4500000000.0,1 tỷ - 5 tỷ
21797,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",126.0,100m² - 150m²,238100000.0,3.0,2.0,30000000000.0,20 tỷ - 40 tỷ
21798,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",50.0,30m² - 50m²,132000000.0,4.0,4.0,6600000000.0,5 tỷ - 10 tỷ
21799,Hà Nội,"Bắc Từ Liêm, Hà Nội",85.0,50m² - 100m²,158820000.0,13.0,13.0,13500000000.0,10 tỷ - 20 tỷ
21800,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",75.0,50m² - 100m²,142670000.0,6.0,5.0,10700000000.0,10 tỷ - 20 tỷ
21801,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",339.0,250m² - 350m²,353980000.0,57.0,58.0,120000000000.0,100 tỷ - 1000 tỷ
21802,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",102.0,100m² - 150m²,112740000.0,5.0,5.0,11500000000.0,10 tỷ - 20 tỷ
21803,Hà Nội,"Hai Bà Trưng, Hà Nội",32.0,30m² - 50m²,177500000.0,3.0,3.0,5680000000.0,5 tỷ - 10 tỷ
21804,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",90.1,50m² - 100m²,183130000.0,6.0,5.0,16500000000.0,10 tỷ - 20 tỷ
21805,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",138.0,100m² - 150m²,64489999.99999999,13.0,13.0,8900000000.0,5 tỷ - 10 tỷ
21806,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",216.0,150m² - 250m²,185180000.0,4.0,5.0,40000000000.0,20 tỷ - 40 tỷ
21807,Hà Nội,"Thanh Xuân, Hà Nội",48.0,30m² - 50m²,147920000.0,5.0,3.0,7100000000.0,5 tỷ - 10 tỷ
21808,Hà Nội,"Hai Bà Trưng, Hà Nội",65.0,50m² - 100m²,392310000.0,3.0,3.0,25500000000.0,20 tỷ - 40 tỷ
21809,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",279.0,250m² - 350m²,315410000.0,6.0,7.0,88000000000.0,60 tỷ - 100 tỷ
21810,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",300.0,250m² - 350m²,133330000.00000001,100.0,100.0,40000000000.0,20 tỷ - 40 tỷ
21811,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",189.0,150m² - 250m²,121690000.0,3.0,4.0,23000000000.0,20 tỷ - 40 tỷ
21812,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",55.0,50m² - 100m²,41640000.0,2.0,2.0,2290000000.0,1 tỷ - 5 tỷ
21813,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",85.0,50m² - 100m²,110000000.0,5.0,4.0,9350000000.0,5 tỷ - 10 tỷ
21814,Hà Nội,"Thanh Oai, Hà Nội",38.0,30m² - 50m²,52100000.0,3.0,3.0,1980000000.0,1 tỷ - 5 tỷ
21815,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",160.0,150m² - 250m²,150000000.0,8.0,8.0,24000000000.0,20 tỷ - 40 tỷ
21816,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",479.0,350m² - 500m²,125260000.0,5.0,5.0,60000000000.0,40 tỷ - 60 tỷ
21817,Hà Nội,"Hai Bà Trưng, Hà Nội",40.0,30m² - 50m²,180000000.0,2.0,2.0,7200000000.0,5 tỷ - 10 tỷ
21818,Hà Nội,"Hai Bà Trưng, Hà Nội",35.0,30m² - 50m²,160000000.0,3.0,3.0,5600000000.0,5 tỷ - 10 tỷ
21819,Hà Nội,"Đống Đa, Hà Nội",48.0,30m² - 50m²,241670000.0,4.0,4.0,11600000000.0,10 tỷ - 20 tỷ
21820,Hà Nội,"Đống Đa, Hà Nội",32.0,30m² - 50m²,190620000.0,4.0,4.0,6100000000.0,5 tỷ - 10 tỷ
21821,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",79.0,50m² - 100m²,121520000.0,9.0,9.0,9600000000.0,5 tỷ - 10 tỷ
21822,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",84.0,50m² - 100m²,119050000.0,4.0,3.0,10000000000.0,5 tỷ - 10 tỷ
21823,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",74.0,50m² - 100m²,137840000.0,3.0,3.0,10200000000.0,10 tỷ - 20 tỷ
21824,Hà Nội,"Hoàng Mai, Hà Nội",75.0,50m² - 100m²,313330000.0,5.0,4.0,23500000000.0,20 tỷ - 40 tỷ
21825,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",17.0,Dưới 30m²,123530000.0,2.0,2.0,2100000000.0,1 tỷ - 5 tỷ
21826,Hà Nội,"Tây Hồ, Hà Nội",50.0,30m² - 50m²,183800000.0,4.0,5.0,9190000000.0,5 tỷ - 10 tỷ
21827,Hà Nội,"Hai Bà Trưng, Hà Nội",40.0,30m² - 50m²,662500000.0,6.0,6.0,26500000000.0,20 tỷ - 40 tỷ
21828,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",45.0,30m² - 50m²,220000000.0,5.0,5.0,9900000000.0,5 tỷ - 10 tỷ
21829,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",130.0,100m² - 150m²,169230000.0,5.0,5.0,22000000000.0,20 tỷ - 40 tỷ
21830,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",47.5,30m² - 50m²,347370000.0,3.0,4.0,16500000000.0,10 tỷ - 20 tỷ
21831,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",240.0,150m² - 250m²,160420000.0,6.0,6.0,38500000000.0,20 tỷ - 40 tỷ
21832,Hà Nội,"Hai Bà Trưng, Hà Nội",36.0,30m² - 50m²,165280000.0,3.0,4.0,5950000000.0,5 tỷ - 10 tỷ
21833,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",147.0,100m² - 150m²,38640000.0,3.0,1.0,5680000000.0,5 tỷ - 10 tỷ
21834,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",58.0,50m² - 100m²,82760000.0,3.0,3.0,4800000000.0,1 tỷ - 5 tỷ
21835,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",81.0,50m² - 100m²,92590000.0,4.0,4.0,7500000000.0,5 tỷ - 10 tỷ
21836,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",156.0,150m² - 250m²,179490000.0,4.0,4.0,28000000000.0,20 tỷ - 40 tỷ
21837,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",80.0,50m² - 100m²,65620000.00000001,3.0,3.0,5250000000.0,5 tỷ - 10 tỷ
21838,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",60.0,50m² - 100m²,70000000.0,4.0,3.0,4200000000.0,1 tỷ - 5 tỷ
21839,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",145.0,100m² - 150m²,162070000.0,12.0,13.0,23500000000.0,20 tỷ - 40 tỷ
21840,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",145.0,100m² - 150m²,162070000.0,12.0,13.0,23500000000.0,20 tỷ - 40 tỷ
21841,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",180.0,150m² - 250m²,71670000.0,5.0,5.0,12900000000.0,10 tỷ - 20 tỷ
21842,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",56.0,50m² - 100m²,100000000.0,3.0,3.0,5600000000.0,5 tỷ - 10 tỷ
21843,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",56.0,50m² - 100m²,80360000.0,2.0,1.0,4500000000.0,1 tỷ - 5 tỷ
21844,Hà Nội,"Ba Đình, Hà Nội",30.0,Dưới 30m²,121670000.0,2.0,3.0,3650000000.0,1 tỷ - 5 tỷ
21845,Hà Nội,"Hai Bà Trưng, Hà Nội",45.0,30m² - 50m²,125560000.0,3.0,4.0,5650000000.0,5 tỷ - 10 tỷ
21846,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",273.6,250m² - 350m²,292400000.0,4.0,4.0,80000000000.0,60 tỷ - 100 tỷ
21847,Hồ Chí Minh,"Bình Chánh, Hồ Chí Minh",100.0,50m² - 100m²,14500000.0,3.0,4.0,1450000000.0,1 tỷ - 5 tỷ
21848,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",160.0,150m² - 250m²,196880000.0,5.0,5.0,31500000000.0,20 tỷ - 40 tỷ
21849,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",51.0,50m² - 100m²,88240000.0,2.0,1.0,4500000000.0,1 tỷ - 5 tỷ
21850,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",40.0,30m² - 50m²,137500000.0,2.0,2.0,5500000000.0,5 tỷ - 10 tỷ
21851,Hà Nội,"Hai Bà Trưng, Hà Nội",80.0,50m² - 100m²,206250000.0,3.0,3.0,16500000000.0,10 tỷ - 20 tỷ
21852,Hà Nội,"Quốc Oai, Hà Nội",55.0,50m² - 100m²,60910000.0,3.0,3.0,3350000000.0,1 tỷ - 5 tỷ
21853,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",93.0,50m² - 100m²,75270000.0,2.0,2.0,7000000000.0,5 tỷ - 10 tỷ
21854,Hà Nội,"Ba Đình, Hà Nội",22.0,Dưới 30m²,227270000.0,3.0,6.0,5000000000.0,1 tỷ - 5 tỷ
21855,Hà Nội,"Đống Đa, Hà Nội",65.0,50m² - 100m²,238460000.0,3.0,3.0,15500000000.0,10 tỷ - 20 tỷ
21856,Hà Nội,"Cầu Giấy, Hà Nội",100.0,50m² - 100m²,175000000.0,4.0,4.0,17500000000.0,10 tỷ - 20 tỷ
21857,Hà Nội,"Cầu Giấy, Hà Nội",100.0,50m² - 100m²,175000000.0,4.0,4.0,17500000000.0,10 tỷ - 20 tỷ
21858,Hà Nội,"Cầu Giấy, Hà Nội",55.0,50m² - 100m²,272730000.0,5.0,5.0,15000000000.0,10 tỷ - 20 tỷ
21859,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",180.0,150m² - 250m²,72220000.0,8.0,8.0,13000000000.0,10 tỷ - 20 tỷ
21860,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",80.0,50m² - 100m²,111250000.0,3.0,3.0,8900000000.0,5 tỷ - 10 tỷ
21861,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",58.0,50m² - 100m²,115520000.0,5.0,5.0,6700000000.0,5 tỷ - 10 tỷ
21862,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",56.0,50m² - 100m²,83570000.0,3.0,2.0,4680000000.0,1 tỷ - 5 tỷ
21863,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",70.0,50m² - 100m²,214290000.0,2.0,3.0,15000000000.0,10 tỷ - 20 tỷ
21864,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",80.0,50m² - 100m²,105000000.0,3.0,3.0,8400000000.0,5 tỷ - 10 tỷ
21865,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",68.0,50m² - 100m²,44120000.0,5.0,5.0,3000000000.0,1 tỷ - 5 tỷ
21866,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",15.0,Dưới 30m²,230000000.0,2.0,1.0,3450000000.0,1 tỷ - 5 tỷ
21867,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",136.0,100m² - 150m²,113970000.0,4.0,5.0,15500000000.0,10 tỷ - 20 tỷ
21868,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",27.0,Dưới 30m²,100000000.0,1.0,1.0,2700000000.0,1 tỷ - 5 tỷ
21869,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",115.42,100m² - 150m²,105010000.0,5.0,5.0,12120000000.0,10 tỷ - 20 tỷ
21870,Hà Nội,"Bắc Từ Liêm, Hà Nội",42.0,30m² - 50m²,154760000.0,3.0,4.0,6500000000.0,5 tỷ - 10 tỷ
21871,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",47.5,30m² - 50m²,50100000.0,3.0,3.0,2380000000.0,1 tỷ - 5 tỷ
21872,Hà Nội,"Hoàn Kiếm, Hà Nội",100.0,50m² - 100m²,500000000.0,4.0,4.0,50000000000.0,40 tỷ - 60 tỷ
21873,Hà Nội,"Cầu Giấy, Hà Nội",90.0,50m² - 100m²,350000000.0,6.0,5.0,31500000000.0,20 tỷ - 40 tỷ
21874,Hà Nội,"Long Biên, Hà Nội",58.0,50m² - 100m²,124140000.0,3.0,4.0,7200000000.0,5 tỷ - 10 tỷ
21875,Hà Nội,"Bắc Từ Liêm, Hà Nội",65.0,50m² - 100m²,176920000.0,2.0,2.0,11500000000.0,10 tỷ - 20 tỷ
21876,Hà Nội,"Bắc Từ Liêm, Hà Nội",45.0,30m² - 50m²,175560000.0,4.0,5.0,7900000000.0,5 tỷ - 10 tỷ
21877,Hà Nội,"Long Biên, Hà Nội",50.0,30m² - 50m²,186000000.0,3.0,4.0,9300000000.0,5 tỷ - 10 tỷ
21878,Hà Nội,"Tây Hồ, Hà Nội",120.0,100m² - 150m²,362500000.0,5.0,6.0,43500000000.0,40 tỷ - 60 tỷ
21879,Hồ Chí Minh,"Quận 8, Hồ Chí Minh",41.0,30m² - 50m²,85370000.0,2.0,2.0,3500000000.0,1 tỷ - 5 tỷ
21880,Hà Nội,"Tây Hồ, Hà Nội",32.0,30m² - 50m²,265620000.0,4.0,5.0,8500000000.0,5 tỷ - 10 tỷ
21881,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",68.0,50m² - 100m²,99260000.0,4.0,4.0,6750000000.0,5 tỷ - 10 tỷ
21882,Hà Nội,"Long Biên, Hà Nội",36.0,30m² - 50m²,125000000.0,3.0,4.0,4500000000.0,1 tỷ - 5 tỷ
